DATETIME,DATE,TIME,ALUM,CL2,CW_CLR,CW_NTU,CW_PH,CW_WELL_LEVEL,FILT_NTU,F_RIDE,REMARKS,RIVERLEVEL,RW_CLR,RW_FLOW,RW_NTU,RW_PH,RW_PUMP_DUTY,T18ML_FLOW,T18ML_LEVEL,TW_FLOW,TW_PUMP_DUTY
2025-02-16 21:00:00,2025-02-16,21:00,0.06,1.6,5.0,0.1,7.3,3.78,0.06,0.01,,3.89,253.0,45.0,25.0,7.0,1.0,,,42.4,20.0
2025-02-16 23:00:00,2025-02-16,23:00,0.06,1.6,5.0,0.1,7.3,3.78,0.08,0.01,B/W no.4,3.9,260.0,45.3,28.0,7.0,1.0,,,42.2,20.0
2025-02-17 01:00:00,2025-02-17,01:00,0.06,1.6,5.0,0.13,7.3,3.58,0.04,0.01,,5.48,455.0,45.7,53.0,7.0,1.0,,,41.8,20.0
2025-02-17 03:00:00,2025-02-17,03:00,0.06,1.6,5.0,0.12,7.3,3.65,0.04,0.01,,5.79,795.0,45.4,72.0,7.0,1.0,,,41.7,20.0
2025-02-17 05:00:00,2025-02-17,05:00,0.06,1.8,5.0,0.1,7.3,3.76,0.03,0.01,,6.03,941.0,47.4,81.0,7.0,1.0,,,41.7,20.0
2025-02-17 07:00:00,2025-02-17,07:00,0.06,1.8,5.0,0.1,7.3,3.81,0.09,0.01,,4.65,88.0,45.6,7.0,7.0,1.0,,,42.3,20.0
2025-02-17 09:00:00,2025-02-17,09:00,0.06,1.7,5.0,0.11,7.3,3.81,0.09,0.01,,4.82,281.0,45.0,39.0,7.0,1.0,,,42.3,20.0
2025-02-17 11:00:00,2025-02-17,11:00,0.06,1.7,5.0,0.11,7.3,3.81,0.09,0.01,"B/W no.1,2",5.36,459.0,45.0,47.0,7.0,1.0,,,42.0,20.0
2025-02-17 13:00:00,2025-02-17,13:00,0.06,1.6,5.0,0.12,7.3,3.41,0.1,0.01,,5.54,620.0,46.7,60.0,7.0,1.0,,,41.4,20.0
2025-02-17 15:00:00,2025-02-17,15:00,0.06,1.6,5.0,0.13,7.3,3.52,0.04,0.01,B/W filter 3&6,5.64,460.0,46.6,47.0,7.0,1.0,,,41.6,20.0
2025-02-17 17:00:00,2025-02-17,17:00,0.06,1.6,5.0,0.13,7.3,3.5,0.04,0.01,,5.6,540.0,46.7,71.0,7.0,1.0,,,41.4,20.0
2025-02-17 19:00:00,2025-02-17,19:00,0.06,1.6,5.0,0.1,7.3,3.8,0.04,0.01,,5.47,480.0,46.3,60.0,7.0,1.0,,,41.6,20.0
2025-02-17 21:00:00,2025-02-17,21:00,0.06,1.6,5.0,0.15,7.3,3.68,0.04,0.01,,5.47,465.0,47.1,49.0,7.0,1.0,,,41.7,20.0
2025-02-17 23:00:00,2025-02-17,23:00,0.06,1.4,5.0,0.13,7.3,3.79,0.04,0.01,B/W no.5,5.44,421.0,45.2,51.0,7.0,1.0,,,41.8,20.0
2025-02-18 01:00:00,2025-02-18,01:00,0.06,1.8,5.0,0.11,7.3,3.82,0.06,0.01,,5.53,805.0,45.3,81.0,7.0,1.0,,,41.0,20.0
2025-02-18 03:00:00,2025-02-18,03:00,0.06,1.8,5.0,0.11,7.3,3.8,0.06,0.01,,5.45,630.0,44.7,73.0,7.0,1.0,,,41.0,20.0
2025-02-18 05:00:00,2025-02-18,05:00,0.06,1.8,5.0,0.11,7.3,3.81,0.1,0.01,,5.37,545.0,44.6,65.0,7.0,1.0,,,40.9,20.0
2025-02-18 07:00:00,2025-02-18,07:00,0.06,1.8,5.0,0.1,7.3,3.82,0.03,0.01,,6.08,842.0,46.8,85.0,7.0,1.0,,,41.5,20.0
2025-02-18 09:00:00,2025-02-18,09:00,0.06,1.7,5.0,0.09,7.3,3.81,0.03,0.01,,6.12,1096.0,45.3,112.0,7.0,1.0,,,41.8,20.0
2025-02-18 11:00:00,2025-02-18,11:00,0.06,1.8,5.0,0.09,7.3,3.83,0.03,0.01,,6.1,694.0,45.4,71.0,7.0,1.0,,,40.6,20.0
2025-02-18 13:00:00,2025-02-18,13:00,0.06,1.8,5.0,0.1,7.3,3.83,0.04,0.01,,6.1,707.0,45.4,72.0,7.0,1.0,,,40.7,20.0
2025-02-18 15:00:00,2025-02-18,15:00,0.06,1.8,5.0,0.11,7.3,3.5,0.04,0.01,,6.1,750.0,45.0,76.0,7.0,1.0,,,41.2,20.0
2025-02-18 17:00:00,2025-02-18,17:00,0.06,1.8,5.0,0.11,7.3,3.8,0.05,0.01,B/W no.1,5.92,560.0,48.3,56.0,7.0,1.0,,,41.2,20.0
2025-02-18 19:00:00,2025-02-18,19:00,0.06,1.8,5.0,0.12,7.3,3.8,0.05,0.01,,5.73,650.0,47.7,69.0,7.0,1.0,,,41.2,20.0
2025-02-18 21:00:00,2025-02-18,21:00,0.06,1.8,5.0,0.12,7.3,3.8,0.05,0.01,,5.6,650.0,45.1,70.0,7.0,1.0,,,41.1,20.0
2025-02-18 23:00:00,2025-02-18,23:00,0.06,1.8,5.0,0.11,7.3,3.82,0.05,0.01,,5.58,885.0,45.7,96.0,7.0,1.0,,,41.0,20.0
2025-02-19 01:00:00,2025-02-19,01:00,0.06,1.4,5.0,0.11,7.3,3.83,0.04,0.01,,5.35,485.0,46.7,50.0,7.0,1.0,,,41.0,20.0
2025-02-19 03:00:00,2025-02-19,03:00,0.06,1.5,5.0,0.1,7.3,3.82,0.05,0.01,,5.65,474.0,45.4,46.0,7.0,1.0,,,41.2,20.0
2025-02-19 05:00:00,2025-02-19,05:00,0.06,1.5,5.0,0.1,7.3,3.8,0.06,0.01,,5.74,474.0,43.9,44.0,7.0,1.0,,,41.0,20.0
2025-02-19 07:00:00,2025-02-19,07:00,0.06,1.8,5.0,0.11,7.3,3.82,0.12,0.01,"B/W fil. 2,3",5.3,581.0,45.0,60.0,7.0,1.0,,,40.8,20.0
2025-02-19 09:00:00,2025-02-19,09:00,0.06,1.8,5.0,0.13,7.3,3.6,0.03,0.01,,5.24,581.0,46.2,60.0,7.0,1.0,,,40.6,20.0
2025-02-19 11:00:00,2025-02-19,11:00,0.06,1.8,5.0,0.1,7.3,3.83,0.03,0.01,,5.1,557.0,46.3,57.0,7.0,1.0,,,40.6,20.0
2025-02-19 13:00:00,2025-02-19,13:00,0.06,1.7,5.0,0.1,7.3,3.81,0.03,0.01,,5.15,514.0,44.0,55.0,7.0,1.0,,,40.8,20.0
2025-02-19 15:00:00,2025-02-19,15:00,0.06,1.5,5.0,0.12,7.3,3.81,0.14,0.01,B/W filter no.4&6 (2.00pm),5.29,485.0,47.6,47.0,7.0,1.0,,,41.4,20.0
2025-02-19 17:00:00,2025-02-19,17:00,0.06,1.5,5.0,0.13,7.3,3.82,0.04,0.01,,5.23,450.0,46.3,40.0,7.0,1.0,,,41.3,20.0
2025-02-19 19:00:00,2025-02-19,19:00,0.06,1.6,5.0,0.12,7.3,3.8,0.04,0.01,,5.2,650.0,47.6,65.0,7.0,1.0,,,41.3,20.0
2025-02-19 21:00:00,2025-02-19,21:00,0.06,1.4,5.0,0.12,7.3,3.8,0.04,0.01,,5.17,560.0,47.9,56.0,7.0,1.0,,,41.3,20.0
2025-02-19 23:00:00,2025-02-19,23:00,0.06,1.4,5.0,0.11,7.3,3.84,0.04,0.01,,5.14,498.0,47.8,52.0,7.0,1.0,,,41.1,20.0
2025-02-20 01:00:00,2025-02-20,01:00,0.06,1.5,5.0,0.14,7.3,3.66,0.1,0.01,,4.84,350.0,44.6,33.0,7.0,1.0,,,41.3,20.0
2025-02-20 03:00:00,2025-02-20,03:00,0.06,1.5,5.0,0.14,7.3,3.69,0.11,0.01,,4.78,315.0,44.8,27.0,7.0,1.0,,,41.2,20.0
2025-02-20 05:00:00,2025-02-20,05:00,0.06,1.4,5.0,0.14,7.3,3.72,0.12,0.01,,4.71,290.0,44.7,25.0,7.0,1.0,,,41.2,20.0
2025-02-20 07:00:00,2025-02-20,07:00,0.06,1.7,5.0,0.11,7.3,3.82,0.05,0.01,B/W fil. no.5,5.79,688.0,44.5,71.0,7.0,1.0,,,41.2,20.0
2025-02-20 09:00:00,2025-02-20,09:00,0.06,1.4,5.0,0.11,7.3,3.74,0.05,0.01,,5.76,684.0,44.9,70.0,7.0,1.0,,,41.3,20.0
2025-02-20 11:00:00,2025-02-20,11:00,0.06,1.5,5.0,0.11,7.3,3.78,0.06,0.01,,5.63,684.0,45.0,70.0,7.0,1.0,,,41.2,20.0
2025-02-20 13:00:00,2025-02-20,13:00,0.06,1.5,5.0,0.11,7.3,3.78,0.06,0.01,,5.51,450.0,44.7,40.0,7.0,1.0,,,41.3,20.0
2025-02-20 15:00:00,2025-02-20,15:00,0.06,1.5,5.0,0.13,7.3,3.78,0.07,0.01,,5.51,485.0,45.2,47.0,7.0,1.0,,,41.4,20.0
2025-02-20 17:00:00,2025-02-20,17:00,0.06,1.4,5.0,0.13,7.3,3.74,0.07,0.01,,5.36,281.0,43.0,39.0,7.0,1.0,,,41.6,20.0
2025-02-20 19:00:00,2025-02-20,19:00,0.06,1.5,5.0,0.13,7.3,3.71,0.13,0.01,B/W filter no.1 (5.00pm),5.18,280.0,43.0,37.0,7.0,1.0,,,41.4,20.0
2025-02-20 21:00:00,2025-02-20,21:00,0.06,1.5,5.0,0.14,7.3,3.6,0.14,0.01,,5.06,260.0,42.7,32.0,7.0,1.0,,,41.3,20.0
2025-02-20 23:00:00,2025-02-20,23:00,0.06,1.6,5.0,0.14,7.3,3.62,0.08,0.01,,4.95,421.0,44.3,37.0,7.0,1.0,,,41.3,20.0
2025-02-21 01:00:00,2025-02-21,01:00,0.06,1.5,5.0,0.11,7.3,3.67,0.04,0.01,,4.33,320.0,44.1,30.0,7.0,1.0,,,41.2,20.0
2025-02-21 03:00:00,2025-02-21,03:00,0.06,1.5,5.0,0.11,7.3,3.7,0.04,0.01,,4.4,320.0,44.4,32.0,7.0,1.0,,,41.6,20.0
2025-02-21 05:00:00,2025-02-21,05:00,0.06,1.5,5.0,0.11,7.3,3.77,0.04,0.01,,4.48,320.0,44.6,32.0,7.0,1.0,,,41.8,20.0
2025-02-21 07:00:00,2025-02-21,07:00,0.06,1.7,5.0,0.14,7.3,3.81,0.14,0.01,B/W fil. no.2,4.62,239.0,45.1,25.0,7.0,1.0,,,41.2,20.0
2025-02-21 09:00:00,2025-02-21,09:00,0.06,1.5,5.0,0.17,7.3,3.68,0.03,0.01,,4.59,230.0,45.2,23.0,7.0,1.0,,,41.3,20.0
2025-02-21 11:00:00,2025-02-21,11:00,0.06,1.5,5.0,0.13,7.3,3.73,0.03,0.01,,4.51,216.0,44.7,22.0,7.0,1.0,,,41.4,20.0
2025-02-21 13:00:00,2025-02-21,13:00,0.06,1.5,5.0,0.14,7.3,3.71,0.03,0.01,,4.44,204.0,44.0,21.0,7.0,1.0,,,41.4,20.0
2025-02-21 15:00:00,2025-02-21,15:00,0.06,1.5,5.0,0.14,7.3,3.7,0.03,0.01,B/W filter no.4 (2.00pm),4.46,200.0,43.3,20.0,7.0,1.0,,,41.6,20.0
2025-02-21 17:00:00,2025-02-21,17:00,0.06,1.5,5.0,0.14,7.3,3.65,0.03,0.01,,4.42,200.0,43.9,20.0,7.0,1.0,,,41.6,20.0
2025-02-21 19:00:00,2025-02-21,19:00,0.06,1.5,5.0,0.14,7.3,3.58,0.03,0.01,,4.36,200.0,43.6,20.0,7.0,1.0,,,41.6,20.0
2025-02-21 21:00:00,2025-02-21,21:00,0.06,1.5,5.0,0.13,7.3,3.58,0.03,0.01,,4.35,200.0,43.3,22.0,7.0,1.0,,,41.6,20.0
2025-02-21 23:00:00,2025-02-21,23:00,0.06,1.5,5.0,0.13,7.3,3.61,0.03,0.01,,4.3,320.0,43.8,30.0,7.0,1.0,,,41.7,20.0
2025-02-22 01:00:00,2025-02-22,01:00,0.06,1.5,5.0,0.13,7.3,3.61,0.06,0.01,,4.39,204.0,43.9,22.0,7.0,1.0,,,42.1,20.0
2025-02-22 03:00:00,2025-02-22,03:00,0.06,1.5,5.0,0.13,7.3,3.59,0.06,0.01,,4.38,194.0,43.6,19.0,7.0,1.0,,,42.3,20.0
2025-02-22 05:00:00,2025-02-22,05:00,0.06,1.5,5.0,0.13,7.3,3.54,0.06,0.01,,4.38,194.0,43.5,19.0,7.0,1.0,,,42.4,20.0
2025-02-22 07:00:00,2025-02-22,07:00,0.06,1.5,5.0,0.11,7.3,3.8,0.05,0.01,,4.51,305.0,44.8,29.0,7.0,1.0,,,42.1,20.0
2025-02-22 09:00:00,2025-02-22,09:00,0.06,1.4,5.0,0.12,7.3,3.61,0.05,0.01,,4.53,290.0,44.6,27.0,7.0,1.0,,,41.7,20.0
2025-02-22 11:00:00,2025-02-22,11:00,0.06,1.5,5.0,0.12,7.3,3.64,0.04,0.01,,4.55,281.0,44.8,26.0,7.0,1.0,,,41.6,20.0
2025-02-22 13:00:00,2025-02-22,13:00,0.06,1.4,5.0,0.13,7.3,3.74,0.05,0.01,,4.52,270.0,44.8,25.0,7.0,1.0,,,42.1,20.0
2025-02-22 15:00:00,2025-02-22,15:00,0.06,1.5,5.0,0.14,7.3,3.76,0.05,0.01,,4.63,265.0,45.6,24.0,7.0,1.0,,,41.9,20.0
2025-02-22 17:00:00,2025-02-22,17:00,0.06,1.4,5.0,0.14,7.3,3.76,0.05,0.01,,4.6,320.0,44.1,28.0,7.0,1.0,,,41.9,20.0
2025-02-22 19:00:00,2025-02-22,19:00,0.06,1.4,5.0,0.13,7.3,3.7,0.06,0.01,,4.59,260.0,43.1,22.0,7.0,1.0,,,41.9,20.0
2025-02-22 21:00:00,2025-02-22,21:00,0.06,1.5,5.0,0.14,7.3,3.65,0.06,0.01,,4.54,265.0,43.3,24.0,7.0,1.0,,,41.9,20.0
2025-02-22 23:00:00,2025-02-22,23:00,0.06,1.5,5.0,0.14,7.3,3.64,0.06,0.01,,4.52,262.0,43.5,25.0,7.0,1.0,,,42.2,20.0
2025-02-23 01:00:00,2025-02-23,01:00,0.06,1.4,5.0,0.64,7.3,3.34,0.14,0.01,,4.08,270.0,45.7,27.0,7.0,1.0,,,41.0,20.0
2025-02-23 03:00:00,2025-02-23,03:00,0.06,1.4,5.0,0.14,7.3,3.56,0.12,0.01,,4.11,361.0,45.4,36.0,7.0,1.0,,,41.4,20.0
2025-02-23 05:00:00,2025-02-23,05:00,0.06,1.4,5.0,0.14,7.3,3.72,0.12,0.01,,4.33,361.0,45.6,36.0,7.0,1.0,,,41.2,20.0
2025-02-23 07:00:00,2025-02-23,07:00,0.06,1.5,5.0,0.13,7.3,3.55,0.09,0.01,,4.54,200.0,44.0,20.0,7.0,1.0,,,42.2,20.0
2025-02-23 09:00:00,2025-02-23,09:00,0.06,1.5,5.0,0.14,7.3,3.58,0.09,0.01,,4.52,200.0,44.3,20.0,7.0,1.0,,,42.1,20.0
2025-02-23 11:00:00,2025-02-23,11:00,0.06,1.6,5.0,0.14,7.3,3.63,0.09,0.01,,4.51,202.0,44.0,21.0,7.0,1.0,,,42.1,20.0
2025-02-23 13:00:00,2025-02-23,13:00,0.06,1.5,5.0,0.13,7.3,3.65,0.09,0.01,B/W fil no 5,4.53,192.0,44.4,18.0,7.0,1.0,,,42.4,20.0
2025-02-23 15:00:00,2025-02-23,15:00,0.06,1.5,5.0,0.14,7.3,3.41,0.09,0.01,,4.52,192.0,44.2,18.0,7.0,1.0,,,42.3,20.0
2025-02-23 17:00:00,2025-02-23,17:00,0.06,1.5,5.0,0.14,7.3,3.39,0.09,0.01,,4.23,200.0,44.3,20.0,7.0,1.0,,,42.1,20.0
2025-02-23 19:00:00,2025-02-23,19:00,0.06,1.4,5.0,0.14,7.3,3.36,0.1,0.01,"B/W fil no 1,2",4.21,204.0,43.2,24.0,7.0,1.0,,,42.2,20.0
2025-02-23 21:00:00,2025-02-23,21:00,0.06,1.4,5.0,0.14,7.3,3.3,0.1,0.01,,4.22,204.0,43.3,24.0,7.0,1.0,,,42.6,20.0
2025-02-23 23:00:00,2025-02-23,23:00,0.06,1.4,5.0,0.64,7.3,3.28,0.15,0.01,,4.09,202.0,43.4,23.0,7.0,1.0,,,41.3,20.0
2025-02-24 01:00:00,2025-02-24,01:00,0.06,1.5,5.0,0.15,7.3,3.81,0.18,0.01,,5.76,401.0,44.6,55.0,7.0,1.0,,,41.5,20.0
2025-02-24 03:00:00,2025-02-24,03:00,0.06,1.5,5.0,0.15,7.3,3.81,0.18,0.01,,5.65,394.0,44.5,50.0,7.0,1.0,,,41.5,20.0
2025-02-24 05:00:00,2025-02-24,05:00,0.06,1.5,5.0,0.15,7.3,3.81,0.18,0.01,,5.6,314.0,44.3,42.0,7.0,1.0,,,41.6,20.0
2025-02-24 07:00:00,2025-02-24,07:00,0.06,1.4,5.0,0.14,7.3,3.78,0.13,0.01,B/W filter tank no.3&6 (6.45am),4.51,260.0,45.0,26.0,7.0,1.0,,,41.7,20.0
2025-02-24 09:00:00,2025-02-24,09:00,0.06,1.5,5.0,0.15,7.3,3.65,0.12,0.01,,4.7,200.0,45.0,21.0,7.0,1.0,,,42.8,20.0
2025-02-24 11:00:00,2025-02-24,11:00,0.06,1.5,5.0,0.13,7.3,3.61,0.12,0.01,,5.14,200.0,46.0,20.0,7.0,1.0,,,42.6,20.0
2025-02-24 13:00:00,2025-02-24,13:00,0.06,1.4,5.0,0.13,7.3,3.62,0.15,0.01,,5.42,210.0,48.6,24.0,7.0,1.0,,,42.6,20.0
2025-02-24 15:00:00,2025-02-24,15:00,0.06,1.4,5.0,0.18,7.3,3.82,0.1,0.01,,5.59,210.0,45.5,23.0,7.0,1.0,,,41.7,20.0
2025-02-24 17:00:00,2025-02-24,17:00,0.06,1.4,5.0,0.22,7.3,3.89,0.13,0.01,,5.63,450.0,45.3,40.0,7.0,1.0,,,42.3,23.0
2025-02-24 19:00:00,2025-02-24,19:00,0.06,1.2,5.0,0.17,7.3,3.82,0.16,0.01,,5.77,455.0,45.2,43.0,7.0,1.0,,,41.7,20.0
2025-02-24 21:00:00,2025-02-24,21:00,0.06,1.2,5.0,0.17,7.3,3.81,0.13,0.01,,5.81,498.0,45.3,63.0,7.0,1.0,,,41.6,20.0
2025-02-24 23:00:00,2025-02-24,23:00,0.06,1.2,5.0,0.16,7.3,3.81,0.18,0.01,,5.8,421.0,44.8,57.0,7.0,1.0,,,41.5,20.0
2025-02-25 01:00:00,2025-02-25,01:00,0.06,1.5,5.0,0.12,7.3,3.78,0.06,0.01,,5.28,270.0,44.0,24.0,7.0,1.0,,,42.1,23.0
2025-02-25 03:00:00,2025-02-25,03:00,0.06,1.5,5.0,0.12,7.3,3.68,0.06,0.01,,5.2,242.0,43.5,22.0,7.0,1.0,,,42.0,23.0
2025-02-25 05:00:00,2025-02-25,05:00,0.06,1.5,5.0,0.14,7.3,3.46,0.06,0.01,B/W no 5,5.16,210.0,44.7,20.0,7.0,1.0,,,42.1,23.0
2025-02-25 07:00:00,2025-02-25,07:00,0.06,1.5,5.0,0.17,7.3,3.78,0.09,0.01,B/W filter tank no.2&6 (2.45am),5.61,460.0,44.4,44.0,7.0,2.0,,,41.5,20.0
2025-02-25 09:00:00,2025-02-25,09:00,0.06,1.5,5.0,0.17,7.3,3.68,0.07,0.01,B/W filter tank no.1 (2.00pm),5.56,450.0,44.1,42.0,7.0,2.0,,,41.4,20.0
2025-02-25 11:00:00,2025-02-25,11:00,0.06,1.5,5.0,0.15,7.3,3.72,0.07,0.01,,5.48,360.0,43.5,36.0,7.0,2.0,,,41.5,20.0
2025-02-25 13:00:00,2025-02-25,13:00,0.06,1.6,5.0,0.17,7.3,3.67,0.07,0.01,,5.43,350.0,45.7,33.0,7.0,2.0,,,41.4,20.0
2025-02-25 15:00:00,2025-02-25,15:00,0.06,1.5,5.0,0.17,7.3,3.78,0.05,0.01,,5.32,350.0,44.6,32.0,7.0,2.0,,,41.5,20.0
2025-02-25 17:00:00,2025-02-25,17:00,0.06,1.4,5.0,0.15,7.3,3.81,0.05,0.01,,5.28,345.0,45.1,30.0,7.0,1.0,,,42.1,23.0
2025-02-25 19:00:00,2025-02-25,19:00,0.06,1.4,5.0,0.15,7.3,3.76,0.05,0.01,,5.31,330.0,46.4,28.0,7.0,1.0,,,42.2,23.0
2025-02-25 21:00:00,2025-02-25,21:00,0.06,1.4,5.0,0.15,7.3,3.81,0.05,0.01,,5.39,330.0,45.3,27.0,7.0,1.0,,,42.1,23.0
2025-02-25 23:00:00,2025-02-25,23:00,0.06,1.5,5.0,0.15,7.3,3.81,0.05,0.01,,5.38,310.0,44.9,26.0,7.0,1.0,,,42.0,23.0
2025-02-26 01:00:00,2025-02-26,01:00,0.06,1.5,5.0,0.15,7.3,3.45,0.12,0.01,,4.65,165.0,44.9,14.0,7.0,1.0,,,42.3,23.0
2025-02-26 03:00:00,2025-02-26,03:00,0.06,1.5,5.0,0.17,7.3,3.66,0.18,0.01,B/W no 2 (3.50),4.56,142.0,44.7,13.0,7.0,1.0,,,42.5,23.0
2025-02-26 05:00:00,2025-02-26,05:00,0.06,1.5,5.0,0.17,7.3,3.75,0.22,0.01,,4.44,119.0,44.6,12.0,7.0,1.0,,,42.7,23.0
2025-02-26 07:00:00,2025-02-26,07:00,0.06,1.5,5.0,0.14,7.3,3.49,0.06,0.01,B/W filter no 3 (8.00am),5.21,210.0,45.1,20.0,7.0,1.0,,,41.7,23.0
2025-02-26 09:00:00,2025-02-26,09:00,0.06,1.5,5.0,0.14,7.3,3.46,0.07,0.01,,5.2,200.0,44.8,18.0,7.0,1.0,,,41.8,23.0
2025-02-26 11:00:00,2025-02-26,11:00,0.06,1.5,5.0,0.14,7.3,3.49,0.07,0.01,,5.14,180.0,44.0,16.0,7.0,1.0,,,41.7,23.0
2025-02-26 13:00:00,2025-02-26,13:00,0.06,1.5,5.0,0.16,7.3,3.49,0.07,0.01,,5.08,180.0,44.3,16.0,7.0,1.0,,,41.8,23.0
2025-02-26 15:00:00,2025-02-26,15:00,0.06,1.5,5.0,0.16,7.3,3.52,0.07,0.01,,4.9,180.0,45.0,15.0,7.0,1.0,,,42.1,23.0
2025-02-26 17:00:00,2025-02-26,17:00,0.06,1.5,5.0,0.16,7.3,3.53,0.08,0.01,,4.8,180.0,44.6,15.0,7.0,1.0,,,42.3,23.0
2025-02-26 19:00:00,2025-02-26,19:00,0.06,1.5,5.0,0.16,7.3,3.6,0.09,0.01,B/W no 6,4.77,180.0,44.6,15.0,7.0,1.0,,,42.6,23.0
2025-02-26 21:00:00,2025-02-26,21:00,0.06,1.5,5.0,0.16,7.3,3.6,0.1,0.01,,4.87,180.0,44.3,15.0,7.0,1.0,,,42.5,23.0
2025-02-26 23:00:00,2025-02-26,23:00,0.06,1.5,5.0,0.15,7.3,3.5,0.13,0.01,,4.86,150.0,44.0,13.0,7.0,1.0,,,42.3,23.0
2025-02-27 01:00:00,2025-02-27,01:00,0.06,1.5,5.0,0.14,7.3,3.62,0.05,0.01,,4.48,174.0,45.0,20.0,7.0,2.0,,,43.1,23.0
2025-02-27 03:00:00,2025-02-27,03:00,0.06,1.5,5.0,0.13,7.3,3.68,0.05,0.01,,4.39,187.0,44.0,21.0,7.0,2.0,,,43.1,23.0
2025-02-27 05:00:00,2025-02-27,05:00,0.06,1.5,5.0,0.12,7.3,3.46,0.05,0.01,B/W no 4,4.34,208.0,44.85,24.0,7.0,2.0,,,43.1,23.0
2025-02-27 07:00:00,2025-02-27,07:00,0.06,1.4,5.0,0.18,7.3,3.6,0.05,0.01,,4.48,140.0,45.7,13.0,7.0,1.0,,,42.0,23.0
2025-02-27 09:00:00,2025-02-27,09:00,0.06,1.4,5.0,0.15,7.3,3.69,0.05,0.01,,4.5,140.0,45.7,13.0,7.0,1.0,,,42.1,23.0
2025-02-27 11:00:00,2025-02-27,11:00,0.06,1.4,5.0,0.14,7.3,3.76,0.04,0.01,,4.39,140.0,45.0,13.0,7.0,1.0,,,42.2,23.0
2025-02-27 13:00:00,2025-02-27,13:00,0.06,1.4,5.0,0.15,7.3,3.74,0.05,0.01,,4.29,140.0,44.5,13.0,7.0,1.0,,,42.2,23.0
2025-02-27 15:00:00,2025-02-27,15:00,0.06,1.3,5.0,0.15,7.3,3.76,0.05,0.01,,4.11,140.0,44.6,13.0,7.0,1.0,,,43.1,23.0
2025-02-27 17:00:00,2025-02-27,17:00,0.06,1.4,5.0,0.15,7.3,3.6,0.04,0.01,,4.11,140.0,45.9,13.0,7.0,2.0,,,42.9,23.0
2025-02-27 19:00:00,2025-02-27,19:00,0.06,1.4,5.0,0.15,7.3,3.61,0.06,0.01,,4.15,140.0,45.8,14.0,7.0,2.0,,,42.7,23.0
2025-02-27 21:00:00,2025-02-27,21:00,0.06,1.4,5.0,0.15,7.3,3.65,0.06,0.01,B/W no 1,4.35,142.0,45.5,14.0,7.0,2.0,,,43.2,23.0
2025-02-27 23:00:00,2025-02-27,23:00,0.06,1.5,5.0,0.15,7.3,3.5,0.05,0.01,,4.52,142.0,46.4,14.0,7.0,2.0,,,43.2,23.0
2025-02-28 01:00:00,2025-02-28,01:00,0.06,1.5,5.0,0.15,7.3,3.68,0.06,0.01,,5.22,207.0,45.0,20.0,7.0,2.0,,,43.3,23.0
2025-02-28 03:00:00,2025-02-28,03:00,0.06,1.5,5.0,0.14,7.3,3.68,0.06,0.01,,5.11,215.0,44.7,21.0,7.0,2.0,,,43.4,23.0
2025-02-28 05:00:00,2025-02-28,05:00,0.06,1.5,5.0,0.14,7.3,3.46,0.1,0.01,B/W no 5,4.98,237.0,46.3,24.0,7.0,2.0,,,43.5,23.0
2025-02-28 07:00:00,2025-02-28,07:00,0.06,1.6,5.0,0.14,7.3,3.43,0.05,0.01,,4.46,220.0,45.7,25.0,7.0,2.0,,,42.2,23.0
2025-02-28 09:00:00,2025-02-28,09:00,0.06,1.6,5.0,0.14,7.3,3.47,0.05,0.01,,4.72,200.0,45.9,22.0,7.0,2.0,,,42.3,23.0
2025-02-28 11:00:00,2025-02-28,11:00,0.06,1.5,5.0,0.14,7.3,3.54,0.05,0.01,,4.75,200.0,45.9,21.0,7.0,2.0,,,42.4,23.0
2025-02-28 13:00:00,2025-02-28,13:00,0.06,1.6,5.0,0.15,7.3,3.57,0.05,0.01,,4.77,180.0,45.7,18.0,7.0,2.0,,,42.4,23.0
2025-02-28 15:00:00,2025-02-28,15:00,0.06,1.4,5.0,0.15,7.3,3.61,0.05,0.01,,4.74,180.0,45.6,18.0,7.0,2.0,,,43.2,23.0
2025-02-28 17:00:00,2025-02-28,17:00,0.06,1.5,5.0,0.15,7.3,3.7,0.05,0.01,,4.9,180.0,45.5,16.0,7.0,2.0,,,43.4,23.0
2025-02-28 19:00:00,2025-02-28,19:00,0.06,1.4,5.0,0.15,7.3,3.74,0.05,0.01,B/W no 3,4.93,180.0,45.8,16.0,7.0,2.0,,,43.6,23.0
2025-02-28 21:00:00,2025-02-28,21:00,0.06,1.5,5.0,0.15,7.3,3.75,0.05,0.01,,5.06,180.0,45.8,16.0,7.0,2.0,,,43.5,23.0
2025-02-28 23:00:00,2025-02-28,23:00,0.06,1.5,5.0,0.16,7.3,3.68,0.06,0.01,,5.19,194.0,45.8,19.0,7.0,2.0,,,43.3,23.0
2025-03-01 01:00:00,2025-03-01,01:00,0.05,1.5,5.0,0.12,7.3,3.74,0.03,0.01,,4.73,460.0,50.0,36.0,7.0,2.0,,,44.2,27.0
2025-03-01 03:00:00,2025-03-01,03:00,0.05,1.5,5.0,0.13,7.3,3.76,0.03,0.01,,4.72,380.0,50.0,25.0,7.0,2.0,,,44.3,27.0
2025-03-01 05:00:00,2025-03-01,05:00,0.05,1.5,5.0,0.13,7.3,3.78,0.03,0.01,,4.72,380.0,50.0,25.0,7.0,2.0,,,44.3,27.0
